Gender,Age,Family members count,Current residence,Parents status,Guardian,Fathers education,Mothers education,Guardians monthly income,self_supporting_activity,monthly_income,gpa_software_eng_intro,gpa_formal_methods,gpa_req_eng,gpa_sda,gpa_spm,gpa_sqe,gpa_se_testing,gpa_se_design_patterns,gpa_sc,gpa_ict,gpa_pf,gpa_discrete,gpa_ppit,gpa_oop,gpa_dsa,gpa_se_concepts,gpa_coal,gpa_db,gpa_dip,gpa_algo,gpa_os,gpa_ccn,gpa_cg,gpa_numerical,gpa_webtech,gpa_hci,gpa_gamedev,gpa_automata,gpa_ids,gpa_mobiledev,gpa_ai,gpa_processor_assembly,gpa_compiler_construction,gpa_ml,gpa_infosec,gpa_software_proc_improv,gpa_cv,gpa_data_security,previous sgpa,matric percentage,school scholarship?,intermediate_background,intermediate_percentage,college scholarship?,nts_score,Program,reason_for_program_choice,interest_in_domain,program_satisfaction,current_semester,current_cgpa,uni_scholarship?,paying_fees_status,mode_of_study,subject_difficulty,subject_interest,certificates_or_diploma,library_visits_frequency,study_preference,borrow_books,online_lectures_usage,daily_study_hours,self_study_days,health_status,disability_status,daily_freetime,teacher_methodology_preference,time_with_family_friends,commute_time_to_university,physical_exercise_time,love_travelling,preferred_eating_places,participate_in_cocurriculars,group_study_preference,book_reading_interest,socializing_interest,preferred_spare_time_activities,time_in_spare_activities,family_relationship_quality,internet_access,learning_speed,familysupport_ineducation,graduation_risk_perception,Self-Discipline,Hard Working,Punctuality,Politeness,Team Player,Confidence,Responsible,importance_of_grades,Do you take nutritions.,Do you love sports?,Do you value and have confidence of your opinions?,sleep_time? (7-8 hours)],Do you do self-directed learning?,study burnout,semester success belief,weather impact on focus,study planning,task consistency,Pass/Fail,marks,Grades
1,20,4,4,1,4,11,13,5,45,1,9,8,9,8,8,8,9,9,9,6,8,6,9,7,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.19,91.0,0,1,84.0,1,90.0,1,23,3.0,3,2,2.9,0,3,0,3,3,1,2,1,4,4,2,33,4.0,0,5,3.0,7,7,2,3,0,0,10,5,2,67,0,2,2,1,2,2,2,1,2,1,2,1,0,4,0,0,2,2,3,3,3,3,1,0,Pass,76.31126,B
1,21,7,1,1,3,10,9,16,40,1,9,8,9,8,8,8,9,9,9,6,6,2,0,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,1.4,84.0,0,1,72.0,0,74.0,1,23,4.0,4,2,1.9,0,3,0,3,3,1,2,1,4,0,5,28,4.0,0,1,3.0,7,5,3,5,0,3,10,3,4,33,2,4,2,0,1,1,2,0,2,0,2,0,0,1,1,2,0,4,0,4,0,0,0,2,Pass,57.109978,B+
1,19,6,2,2,0,9,3,14,20,9,9,8,9,8,8,8,9,9,9,6,7,7,6,5,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.17,91.5,0,1,81.8,0,75.0,1,23,5.0,5,2,3.24,0,3,1,4,4,1,4,1,1,4,0,5,5.0,0,1,4.0,1,4,1,4,0,3,5,2,2,93,1,2,2,2,0,1,2,2,1,2,2,2,2,4,1,2,2,4,4,3,2,4,4,2,Pass,66.26939,B-
0,21,4,2,0,2,5,3,11,41,9,9,8,9,8,8,8,9,9,9,5,4,4,9,0,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.21,82.0,0,3,82.0,0,73.0,1,29,3.0,2,2,2.21,0,3,0,4,3,1,3,1,1,2,1,37,3.0,0,3,4.0,7,3,1,5,1,1,9,5,3,9,0,1,2,1,2,4,2,0,0,2,1,3,0,3,1,4,3,2,2,2,2,3,2,4,Pass,68.27762,B
0,19,4,2,2,0,10,6,16,41,9,9,8,9,8,8,8,9,9,9,6,8,8,9,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.94,92.188,0,2,90.0,1,100.0,1,23,5.0,5,2,3.8,0,3,1,1,5,1,3,1,1,0,2,37,4.0,0,8,5.0,0,2,2,5,0,3,7,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,4,2,0,1,0,1,0,1,0,0,Pass,69.91657,B
1,20,10,3,2,1,7,13,5,41,10,9,8,9,8,8,8,9,9,9,5,6,3,9,1,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.6,83.0,1,1,84.0,0,75.0,1,23,5.0,4,2,2.69,0,3,0,4,4,1,4,1,1,2,5,14,5.0,0,8,4.0,7,5,1,4,0,0,0,3,2,30,0,0,4,2,2,3,0,0,0,0,0,0,0,1,3,0,0,4,2,4,0,4,2,0,Pass,63.262238,B
1,21,5,0,2,1,7,6,5,41,9,6,4,6,8,8,8,9,9,9,6,6,5,9,5,3,6,9,6,9,9,7,4,9,9,9,8,9,9,2,9,9,9,8,9,9,9,8,7,3.02,92.0,0,1,88.0,0,85.0,1,23,5.0,5,5,3.13,1,2,0,2,4,1,3,1,3,3,8,14,4.0,0,1,3.0,1,4,3,3,0,3,7,1,2,117,3,0,0,2,0,1,0,0,0,0,0,2,0,3,2,4,0,0,0,3,0,3,1,4,Pass,78.86426,A-
1,21,6,0,2,1,9,3,0,41,9,4,5,4,8,8,8,9,9,9,1,3,6,9,6,4,9,9,9,9,9,9,2,9,9,9,8,9,9,2,9,9,9,8,9,9,9,8,0,2.6,87.0,0,1,78.0,0,88.0,1,15,1.0,1,5,2.67,0,3,0,5,2,1,3,1,1,0,0,5,5.0,0,5,1.0,4,0,0,5,0,0,11,1,0,112,0,0,0,0,0,3,0,2,0,0,2,2,2,2,0,0,0,0,0,1,2,0,1,0,Pass,58.270477,B
1,21,3,0,2,0,5,6,4,8,9,7,3,7,8,8,8,9,9,9,5,4,4,5,7,4,9,5,6,9,9,5,2,9,9,9,8,9,9,2,9,9,9,8,9,9,9,8,7,2.83,84.0,0,1,74.0,1,83.0,1,12,4.0,3,5,3.03,0,3,0,3,4,1,1,0,1,0,0,5,4.0,0,8,3.0,1,0,3,4,0,4,10,1,4,133,0,1,0,1,0,4,2,2,2,2,2,1,2,1,1,1,3,3,3,3,0,0,0,0,Pass,59.574257,B-
1,21,4,2,1,2,5,3,3,41,9,4,3,3,8,8,8,9,9,9,4,6,4,9,6,1,9,9,6,9,9,9,1,9,9,9,8,9,9,4,9,9,9,8,9,9,9,8,7,2.78,89.0,0,1,75.0,0,85.0,1,23,4.0,3,5,2.72,0,3,0,4,4,1,4,1,3,0,6,14,4.0,0,4,4.0,7,3,1,5,0,4,5,2,2,138,8,1,0,2,0,1,0,2,1,0,2,1,0,4,4,0,0,0,0,2,0,2,0,0,Pass,50.882328,B
1,20,6,2,2,0,15,12,6,10,4,6,4,6,8,8,8,9,9,9,5,4,3,9,7,2,9,9,6,9,9,9,2,9,9,9,8,9,9,2,9,9,9,8,9,9,9,8,7,2.85,82.0,1,3,71.0,0,81.0,1,23,5.0,5,5,2.79,0,3,0,1,4,0,4,1,4,0,0,0,4.0,0,2,5.0,3,3,3,5,1,1,5,2,0,133,3,2,0,2,0,1,1,2,2,2,2,0,2,1,1,2,2,2,2,4,0,2,4,4,Pass,72.63751,B
1,21,5,2,2,0,5,6,2,3,1,6,6,6,6,6,6,7,7,7,6,3,3,6,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,6,6,5,6,5,5,4,2.66,82.0,1,1,75.0,1,70.0,1,9,3.0,3,5,2.7,0,3,0,3,3,1,3,1,1,0,2,14,3.0,0,2,3.0,7,4,1,3,0,1,7,1,4,90,2,1,2,1,2,4,0,0,0,0,0,0,0,1,3,3,4,3,4,2,4,2,2,2,Pass,72.69129,B+
1,22,4,2,2,0,9,6,0,10,10,5,4,1,8,8,8,9,9,9,5,2,3,9,6,2,9,9,6,9,9,3,9,9,9,9,8,9,9,2,9,9,9,8,9,9,9,8,7,2.13,74.0,0,1,71.0,0,68.0,1,11,3.0,3,5,2.75,0,3,0,5,3,1,3,0,3,2,0,5,3.0,0,4,3.0,1,4,2,3,1,4,10,4,2,73,7,0,2,3,0,4,1,2,2,2,2,2,0,1,1,2,0,2,0,4,2,2,2,4,Pass,80.253815,B+
0,20,8,0,2,0,9,7,2,41,9,7,4,7,8,8,8,9,9,9,6,3,4,9,3,3,9,9,5,9,9,2,3,9,9,9,8,9,9,3,9,9,9,8,9,9,9,8,7,2.81,86.0,1,1,84.0,1,75.0,1,11,3.0,3,5,2.85,0,3,1,2,2,1,3,1,2,0,1,24,2.0,0,5,3.0,1,3,1,3,0,2,10,4,3,138,8,2,4,2,0,1,2,2,2,0,0,2,0,1,4,0,0,2,4,0,0,0,0,0,Pass,76.386475,B
1,22,3,0,2,0,5,8,14,10,4,4,4,4,8,8,8,9,9,9,5,2,4,9,2,2,9,9,5,9,9,2,9,9,9,9,8,9,9,0,9,9,9,8,9,9,9,8,7,2.72,88.0,0,1,69.0,0,77.0,1,11,3.0,3,5,2.58,0,3,0,3,3,1,4,0,1,0,0,4,5.0,0,2,3.0,1,3,3,5,0,4,10,2,4,11,2,0,2,2,0,1,3,3,2,2,2,1,2,1,4,2,4,4,4,3,0,4,4,3,Pass,62.739178,B+
1,22,7,2,2,1,5,6,14,41,9,5,4,5,8,8,8,9,9,9,5,2,3,9,5,2,9,9,5,9,9,9,2,9,9,9,8,9,9,5,9,9,9,8,9,9,9,8,7,2.9,90.0,0,1,82.0,0,81.0,1,29,3.0,3,5,2.9,1,2,0,5,2,1,0,1,1,0,1,14,3.0,0,2,3.0,7,2,3,4,0,1,1,2,4,11,8,2,0,2,0,1,3,2,3,1,0,3,1,1,1,4,0,3,3,0,2,0,4,2,Pass,59.338696,B-
1,20,6,2,2,1,9,9,5,41,9,4,4,4,8,8,8,9,9,9,4,7,2,9,1,3,9,9,5,9,9,3,0,9,9,9,8,9,9,1,9,9,9,8,9,9,9,8,7,2.68,76.0,0,3,73.0,0,82.0,1,29,5.0,5,5,2.68,0,3,0,3,4,2,4,1,4,2,1,10,4.0,0,0,5.0,2,7,3,4,0,2,5,3,2,34,8,0,2,2,0,4,2,2,2,2,2,2,2,4,4,2,0,2,2,4,0,4,4,0,Pass,67.62581,B+
1,21,7,2,2,1,5,7,11,41,9,4,3,6,8,8,8,9,9,9,5,3,5,9,4,1,9,9,5,9,9,1,3,9,9,9,8,9,9,1,9,9,9,8,9,9,9,8,7,2.75,93.1,1,1,83.0,1,67.0,1,23,4.0,3,5,2.7,0,3,0,4,3,1,2,1,1,0,1,5,4.0,0,1,4.0,0,7,1,5,0,1,7,3,4,11,1,0,0,2,0,1,2,2,0,2,2,1,2,1,4,0,2,4,2,4,0,1,2,2,Pass,73.45565,B+
1,23,6,0,2,1,5,6,0,41,9,5,2,4,5,8,8,9,9,9,3,2,5,9,5,2,9,9,5,9,9,9,9,9,9,0,8,9,9,0,9,9,9,8,9,9,9,8,7,2.7,75.0,0,1,75.0,0,74.0,1,23,3.0,3,5,2.66,0,3,0,4,3,1,3,1,1,2,0,4,4.0,0,1,4.0,0,3,3,4,1,1,10,2,3,138,8,2,2,1,0,2,1,1,1,2,1,1,1,1,0,0,2,2,2,2,2,2,2,2,Pass,58.667217,B+
0,21,5,2,1,2,4,3,13,29,9,5,3,4,8,8,8,9,9,9,5,3,5,9,7,2,9,9,5,9,9,9,3,9,9,9,8,9,9,2,9,9,9,8,9,9,9,8,7,2.66,86.0,1,3,80.0,1,67.0,1,23,4.0,3,5,2.88,0,3,1,4,2,1,4,1,4,2,3,14,5.0,0,6,4.0,1,3,2,5,0,1,7,1,3,127,2,0,0,2,2,3,0,0,0,1,0,2,0,4,3,3,2,2,2,4,0,4,0,2,Pass,90.712456,B+
1,21,5,2,2,0,7,9,5,34,9,3,3,6,8,8,8,9,9,9,4,0,2,9,6,4,9,9,5,9,9,4,3,9,9,9,8,9,9,4,9,9,9,8,9,9,9,8,7,2.8,82.0,0,1,80.0,0,76.0,1,23,3.0,4,5,2.76,1,0,0,3,4,1,4,0,4,0,4,37,3.0,0,2,3.0,1,0,3,5,0,4,1,3,3,89,1,1,4,1,0,4,0,0,0,1,1,2,3,4,1,0,3,0,0,0,2,1,1,4,Pass,67.28459,B-
1,21,5,2,1,2,3,8,5,41,9,3,3,3,8,8,8,9,9,9,5,4,4,9,6,2,9,9,5,9,9,2,1,9,9,9,8,9,9,1,9,9,9,8,9,9,9,8,7,2.2,83.0,0,3,83.0,0,78.0,1,23,5.0,5,5,2.53,1,2,0,4,4,1,4,1,1,0,3,37,4.0,0,1,5.0,0,3,2,4,0,3,7,4,2,11,1,0,0,3,0,4,2,2,1,2,1,3,1,4,2,4,4,2,2,4,2,3,0,2,Pass,4.064755,B-
1,22,7,2,2,1,5,9,5,41,9,5,3,3,8,8,8,9,9,9,4,3,2,9,6,3,9,9,4,9,9,9,9,9,9,9,8,9,9,3,9,9,9,8,9,9,9,8,7,2.5,88.0,0,1,76.0,0,71.0,1,23,5.0,5,5,2.67,1,2,0,4,4,2,4,1,1,0,0,5,5.0,0,2,3.0,0,8,1,3,0,3,5,3,2,139,2,0,0,2,0,1,2,2,2,0,2,1,0,3,3,4,0,4,2,4,0,2,0,0,Pass,92.13322,B-
1,21,13,2,2,0,10,13,14,45,1,4,3,2,0,0,0,0,0,0,3,2,3,9,2,3,9,9,4,9,9,9,9,9,9,9,8,9,9,2,9,9,9,8,9,9,9,8,7,2.15,86.0,1,1,82.0,0,73.0,1,11,5.0,4,5,2.5,1,0,1,3,2,1,3,1,3,3,1,43,4.0,0,3,4.0,1,1,1,3,0,1,10,2,3,130,1,1,0,1,0,1,0,2,2,2,2,0,0,4,3,0,2,4,4,2,4,4,4,3,Pass,79.13526,B
1,24,15,2,2,0,9,13,0,10,9,4,3,4,8,8,2,9,9,9,4,4,3,5,5,5,9,9,5,9,9,2,3,9,9,4,2,4,9,2,3,9,9,8,9,9,9,8,7,2.65,85.0,0,2,77.0,1,85.0,1,23,5.0,5,7,2.7,0,2,0,3,5,1,4,1,4,0,4,4,4.0,0,0,5.0,0,3,3,5,0,4,10,4,4,53,0,0,0,2,0,1,0,0,2,1,2,2,2,4,4,0,2,0,0,4,0,4,2,4,Pass,51.452206,A-
1,20,5,2,2,0,9,6,14,40,1,8,5,8,8,8,8,9,9,9,7,4,7,9,4,3,9,9,8,9,9,7,4,9,9,9,8,9,9,5,9,9,9,8,9,9,9,8,7,3.567,92.09,0,1,79.0,1,80.0,1,23,3.0,5,5,3.38,0,3,0,3,3,0,3,1,1,2,2,37,4.0,0,1,3.0,1,3,1,3,1,1,10,2,4,113,0,2,0,2,0,1,1,2,1,1,1,1,1,4,4,4,4,4,4,4,2,4,4,2,Pass,63.613953,C+
1,21,6,2,2,1,9,6,3,3,8,5,3,4,8,8,8,9,9,9,4,5,4,9,5,2,9,9,5,9,9,9,9,9,9,9,8,9,9,2,9,9,9,8,9,9,9,8,7,2.5,89.0,0,1,75.0,1,79.0,1,11,4.0,4,5,2.79,0,3,0,3,4,1,3,1,3,0,2,43,5.0,0,3,4.0,7,4,2,5,1,4,0,1,2,136,0,2,0,2,0,4,2,2,0,2,2,2,2,3,4,4,4,0,2,4,2,0,2,2,Pass,77.33391,B+
0,21,7,2,2,1,10,6,1,35,9,4,3,7,8,8,8,9,9,9,4,4,6,9,7,4,9,9,5,9,9,5,3,9,9,9,8,9,9,5,2,2,2,2,2,2,2,1,1,3.05,85.0,0,1,89.0,0,79.0,1,11,4.0,4,5,2.89,1,0,0,4,3,1,3,1,3,0,1,5,4.0,0,2,4.0,0,2,1,5,1,4,5,3,4,105,1,0,2,2,0,1,2,0,2,0,2,2,0,1,4,0,2,0,2,4,2,4,2,4,Pass,51.261967,B-
1,23,7,3,2,1,7,6,2,10,4,4,6,4,7,5,4,6,3,4,5,5,6,5,6,6,4,4,5,4,6,5,6,7,6,7,6,6,5,6,7,7,7,6,6,7,7,5,5,2.8,88.0,0,1,79.0,0,82.0,1,29,5.0,5,7,2.79,0,3,0,4,4,2,3,0,3,0,3,14,4.0,0,2,4.0,1,0,1,5,1,3,5,4,0,71,0,0,0,2,4,4,2,0,0,0,0,2,0,1,4,2,0,0,0,2,0,1,4,2,Pass,62.3726,C+
1,21,7,3,2,1,7,8,14,41,9,5,2,2,8,8,8,9,9,9,5,4,2,9,1,2,9,9,3,9,9,9,9,9,9,9,8,9,9,4,9,9,9,8,9,9,9,8,7,2.54,88.0,0,1,83.0,0,66.0,1,11,3.0,1,5,2.61,1,2,1,3,3,1,3,1,3,2,0,33,5.0,0,5,3.0,1,3,1,5,0,3,7,4,2,91,1,2,2,2,0,1,2,1,3,1,0,0,2,3,1,0,0,0,4,3,0,4,4,2,Pass,82.18011,B-
0,21,6,2,2,0,10,8,5,41,9,4,4,8,8,8,8,9,9,9,6,6,4,9,4,4,9,9,4,9,9,4,2,9,9,9,8,9,9,4,9,9,9,8,9,9,9,8,7,2.87,85.0,1,3,85.0,1,65.0,1,23,5.0,5,5,2.87,1,0,0,3,5,1,0,1,2,2,9,6,4.0,0,2,4.0,1,2,1,3,0,1,1,4,3,0,3,1,4,2,0,2,2,2,2,2,1,2,2,4,3,4,2,2,2,2,2,2,2,2,Pass,81.441216,B+
1,22,7,2,2,1,16,13,1,10,0,7,2,7,5,2,5,9,9,9,8,6,8,4,6,7,0,0,6,4,0,4,7,0,4,6,2,0,0,3,4,0,0,0,0,0,0,0,0,2.55,85.0,0,1,890.0,0,70.0,1,11,4.0,4,7,3.14,0,2,0,2,4,1,2,0,4,0,3,14,5.0,0,8,2.0,0,0,2,3,0,2,7,4,0,125,4,2,2,1,0,1,1,0,0,0,2,1,1,3,1,0,0,4,0,4,0,2,3,2,Pass,84.13627,B-
1,22,10,2,2,0,13,13,1,4,9,3,0,9,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.56,82.0,0,3,69.3,0,80.0,1,23,4.0,3,4,2.51,0,3,0,4,3,1,2,1,1,0,0,33,5.0,0,3,4.0,1,6,2,5,1,4,10,3,0,131,1,2,0,1,0,2,2,2,2,0,2,2,2,1,4,0,2,2,4,2,2,0,4,2,Pass,78.90437,A-
1,22,7,0,2,0,7,3,5,41,10,8,5,3,5,5,3,5,3,4,4,6,5,5,6,4,4,3,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,2.86,85.0,0,1,75.0,0,67.0,0,29,5.0,5,6,2.78,0,3,1,3,3,1,0,1,4,0,2,14,5.0,0,1,3.0,0,4,2,3,0,3,10,2,4,84,0,0,0,2,0,4,2,2,2,0,2,3,2,2,2,0,4,4,2,2,2,2,4,2,Pass,60.06922,B
1,22,4,2,2,1,5,3,14,41,9,9,8,9,8,8,8,9,9,9,4,5,6,7,4,6,6,4,5,9,9,4,5,9,8,6,8,8,5,9,7,6,9,8,4,9,9,8,7,3.11,84.0,0,1,80.0,1,67.0,0,23,4.0,3,6,3.04,0,3,0,3,3,1,4,1,3,2,0,4,3.0,0,9,3.0,3,7,2,4,1,3,10,1,2,40,4,0,2,1,0,4,2,2,2,2,0,1,2,1,3,4,4,2,2,4,4,4,2,4,Fail,83.84429,B-
1,22,5,2,2,1,15,3,14,41,9,9,8,9,8,8,8,9,9,9,6,7,5,7,7,4,9,4,7,9,4,4,6,9,8,3,8,6,4,9,8,6,6,8,4,9,9,8,7,2.9,84.8,0,3,68.0,1,80.0,0,23,3.0,3,6,3.0,0,3,0,3,3,1,0,0,1,0,8,0,5.0,0,9,1.0,8,0,0,5,1,0,0,1,0,93,9,1,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,Pass,68.027954,B
1,22,5,2,1,2,7,8,5,41,10,9,8,9,8,8,8,9,9,9,8,8,4,5,6,4,6,2,5,9,3,4,4,9,7,4,8,9,3,7,9,5,9,8,2,9,9,8,7,2.99,86.0,0,3,74.27,1,82.0,0,33,4.0,4,6,2.99,1,2,0,3,4,1,3,1,1,2,1,5,4.0,0,2,4.0,0,3,3,4,0,1,10,2,3,82,0,2,4,1,0,3,3,3,1,2,2,1,1,1,4,3,3,2,4,3,2,4,4,4,Pass,81.41039,A
1,20,5,2,2,1,7,8,11,10,9,9,8,9,8,8,8,9,9,9,6,7,6,6,6,4,6,3,6,9,9,2,3,9,7,4,8,9,2,3,4,5,9,8,1,9,9,8,7,3.0,91.0,1,1,85.0,1,74.0,0,29,4.0,4,6,2.93,1,2,1,3,4,1,2,1,2,2,3,28,2.0,0,4,4.0,2,0,1,5,1,3,10,4,2,15,2,0,2,2,0,3,0,2,2,2,0,1,2,1,4,2,4,4,4,2,2,4,4,2,Pass,82.84334,B+
1,22,5,2,2,1,7,6,3,41,9,9,8,9,8,6,8,9,9,9,7,8,6,7,8,8,6,6,5,9,9,5,6,9,8,7,8,9,7,7,9,7,6,8,9,9,9,8,7,3.4,85.0,0,3,86.0,1,75.0,0,29,5.0,5,6,3.36,0,3,0,1,5,0,0,1,4,0,3,9,4.0,0,1,5.0,7,7,3,5,0,4,3,5,3,30,1,2,0,2,0,1,0,2,2,2,0,2,0,4,4,4,0,0,0,3,0,3,0,0,Pass,87.11892,B+
1,22,6,3,2,1,9,6,14,41,9,9,8,9,8,8,8,9,9,9,4,5,5,4,5,5,3,3,4,9,2,3,2,9,5,6,8,4,4,9,5,4,4,8,9,9,9,8,7,2.74,88.0,0,1,76.0,1,82.0,0,23,4.0,5,6,2.83,0,3,0,3,3,1,3,1,3,2,8,5,4.0,0,1,4.0,1,5,1,4,1,3,0,1,2,11,1,2,2,0,0,3,2,2,3,0,2,2,1,1,3,2,4,2,2,3,2,3,2,2,Pass,62.203648,B-
1,22,6,2,2,0,7,8,14,45,8,4,8,9,8,3,8,9,9,9,4,5,2,6,5,4,3,3,5,9,1,4,5,9,4,3,8,5,4,9,5,5,4,8,9,9,9,8,7,2.64,94.0,0,1,84.0,0,78.0,0,21,4.0,4,6,2.67,0,3,0,3,4,1,4,1,1,2,3,14,5.0,0,5,3.0,3,4,1,5,0,1,5,2,2,138,2,0,0,1,0,1,2,2,1,0,0,1,0,3,4,0,0,2,4,4,2,2,2,4,Pass,79.479515,B+
0,22,5,0,2,0,5,3,18,35,9,9,8,9,8,2,8,9,9,9,1,1,1,1,1,2,2,2,2,9,2,9,4,2,2,3,1,0,1,9,1,9,9,3,1,9,9,1,7,2.0,2.3,0,1,70.0,1,79.0,0,7,3.0,2,7,2.3,0,3,0,5,3,1,2,1,4,2,9,36,1.0,0,6,1.0,4,0,2,5,0,4,0,5,0,110,2,0,0,1,0,4,2,2,0,0,0,1,0,2,2,0,0,4,4,2,4,0,4,4,Pass,72.47967,B
1,21,6,2,2,4,10,0,11,41,9,9,8,9,8,8,8,9,9,9,5,7,6,6,5,4,5,5,6,9,4,4,5,9,3,5,8,9,5,4,4,3,9,8,9,9,9,8,7,3.01,88.0,0,0,79.0,0,69.0,0,23,3.0,3,6,2.98,0,3,0,5,2,1,4,0,3,2,0,5,3.0,0,2,1.0,0,4,1,4,0,3,7,4,3,138,0,2,0,2,0,3,3,2,1,0,1,1,1,1,4,2,2,4,2,2,2,3,4,2,Pass,64.917435,D+
1,21,3,0,2,0,16,7,0,41,4,9,8,9,8,2,8,9,9,9,3,6,6,5,7,4,5,4,4,9,0,3,4,9,5,4,8,6,2,9,4,4,4,8,9,9,9,8,7,2.69,89.9,0,3,76.7,0,92.0,0,11,4.0,4,6,2.67,0,3,0,3,4,1,1,1,1,4,8,5,4.0,0,3,3.0,0,4,2,4,0,1,5,2,2,82,2,0,2,2,0,1,0,0,0,0,0,0,0,2,2,0,2,3,4,1,0,4,1,0,Pass,71.01804,B+
1,21,6,2,2,1,5,7,11,10,1,6,8,9,5,5,8,9,9,9,4,4,3,9,5,5,3,4,4,9,3,4,9,9,4,4,8,4,3,9,3,3,9,2,2,9,9,2,7,2.5,87.0,0,1,83.0,0,72.0,0,29,5.0,4,7,2.5,1,3,0,3,4,1,3,1,1,2,1,4,4.0,0,2,4.0,2,0,2,4,0,3,5,4,0,35,8,0,0,1,0,1,2,0,2,2,2,2,0,1,3,0,0,4,2,3,0,1,2,3,Pass,74.431145,B
1,22,8,3,2,0,9,3,2,10,4,9,8,9,8,8,8,9,9,9,4,5,3,5,5,3,4,3,4,9,1,9,4,5,4,2,8,9,9,3,9,2,9,8,1,9,9,8,7,2.7,90.0,0,1,70.0,1,89.0,0,11,4.0,4,6,2.6,1,3,0,3,3,1,3,1,3,0,8,5,4.0,0,3,3.0,1,4,2,4,0,1,10,2,4,87,0,0,2,2,0,1,2,2,2,0,1,2,1,4,2,2,2,3,2,2,0,0,1,4,Pass,55.813248,B
1,21,6,2,2,1,7,8,14,10,4,9,8,9,8,4,8,9,9,9,4,4,4,9,4,3,3,3,3,9,1,9,9,9,9,3,8,4,0,9,4,9,9,8,9,9,9,8,7,2.4,80.0,0,1,780.0,0,73.0,0,23,4.0,3,6,2.4,0,3,1,4,3,1,3,0,4,0,0,0,5.0,0,6,3.0,1,0,2,4,1,4,7,2,3,132,1,2,0,1,0,4,2,1,1,2,2,2,0,1,1,0,2,0,2,4,2,3,4,4,Pass,3.8597531,B+
1,20,5,3,2,0,10,6,5,10,1,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,5,4,3,6,4,5,5,6,5,4,7,4,5,6,5,5,3,3,2.7,86.0,0,1,80.0,1,75.0,0,11,3.0,3,6,2.72,0,3,0,4,3,2,2,1,2,0,2,37,4.0,0,0,3.0,0,3,1,5,0,4,10,3,0,133,8,2,2,1,0,4,2,0,2,2,0,0,0,2,4,0,0,3,0,0,0,0,0,2,Pass,41.825787,B-
1,21,6,2,2,1,11,13,5,45,1,5,5,5,5,5,5,5,5,5,4,4,4,5,3,3,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2.84,90.0,1,3,817.0,1,72.0,0,23,5.0,4,4,3.0,1,2,0,4,3,1,3,1,3,2,5,5,3.0,0,4,3.0,2,5,3,4,0,2,5,3,0,53,2,2,2,1,0,4,2,2,0,0,2,0,0,1,4,3,4,3,4,4,3,4,4,2,Pass,86.01697,B
1,22,5,2,2,1,15,3,5,10,10,9,8,9,8,4,8,9,9,3,3,5,6,6,4,4,4,3,6,9,3,5,5,9,8,5,1,2,9,9,8,6,9,8,9,9,9,8,7,54.0,80.0,0,1,75.0,1,79.0,0,23,5.0,5,6,2.6,0,3,1,5,5,2,4,1,4,0,8,0,4.0,0,9,5.0,8,3,2,5,1,0,0,1,0,95,7,1,0,0,0,4,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,Pass,73.32472,B+
1,20,3,0,1,2,5,8,1,45,10,9,8,9,8,8,8,9,9,9,6,4,3,6,5,2,5,3,6,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.7,84.0,1,1,78.0,1,70.0,0,29,5.0,5,4,2.89,1,2,1,4,5,2,4,1,4,0,0,43,5.0,0,1,3.0,0,3,0,5,0,1,1,4,3,25,0,2,0,2,0,1,0,0,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,2,Pass,57.249355,A-
1,19,5,0,2,1,3,6,0,41,9,5,5,4,4,5,4,5,5,4,5,1,3,6,6,1,3,3,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2.98,93.0,1,1,81.0,0,84.0,0,23,4.0,3,4,2.81,0,3,0,5,3,1,1,1,1,0,0,5,3.0,0,3,3.0,7,0,2,5,0,4,10,3,4,65,1,2,0,1,0,4,1,1,2,1,2,2,1,1,4,0,2,2,2,0,2,4,4,4,Pass,58.747086,B+
